Author	n (strains)	publication title	journal	publication URL	strains
Liidia Dotsenko et al. et al	12	unknown	unknown	unknown	Estonia/15753196/2021,Estonia/15632193/2021,Estonia/15780826/2021,Estonia/927/2021,Estonia/L21020902968/2021,Estonia/15632225/2021,Estonia/15780839/2021,Estonia/15610715/2021,Estonia/583/2021,Estonia/612/2021,Estonia/16115093/2021,Estonia/597/2021
Deborah A. Nickerson et al	5	unknown	unknown	unknown	USA/WA-S3118/2020,USA/WA-S4478/2021,USA/WA-S5016/2020,USA/WA-S5239/2020,USA/WA-S2593/2020
José Javier Costa Alcalde et al	3	unknown	unknown	unknown	Spain/GA-IBV-98006043/2020,Spain/GA-IBV-002718/2020,Spain/GA-IBV-002732/2020
Andrey Komissarov et al B	13	Genomic epidemiology of the early stages of SARS-CoV-2 outbreak in Russia	unknown	https://dx.doi.org/10.1101/2020.07.14.20150979	Russia/StPetersburg-RII8876S/2020,Russia/StPetersburg-RII3992/2020,Russia/StPetersburg-RII4936S/2020,Russia/StPetersburg-RII4328S/2020,Russia/StPetersburg-RII4332S/2020,Russia/Ulan-Ude-RII4562V/2020,Russia/StPetersburg-RII7039V/2020,Russia/StPetersburg-RII6065S/2020,Russia/StPetersburg-RII7603S/2020,Russia/StPetersburg-RII7656S/2020,Russia/StPetersburg-RII7545S/2020,Russia/StPetersburg-RII4532V/2020,Russia/StPetersburg-RII7488S/2020
David Nieuwenhuijse et al B	1	unknown	unknown	unknown	Luxembourg/Lux1/2020
Maria Christoforidi et al	4	unknown	unknown	unknown	Greece/NIC_5/2020,Greece/AUTH_6/2020,Greece/AYTH_8/2020,Greece/Thessaloniki/2020
Lana Salihefendic et al	1	unknown	unknown	unknown	BosniaandHerzegovina/AGC-219/2021
Rijad Konjhodzic et al B	1	Phylogenetic pattern of SARS-CoV-2 from COVID-19 patients from Bosnia and Herzegovina: lessons learned to optimize future molecular and epidemiological approaches	unknown	https://dx.doi.org/10.1101/2020.06.19.160606	BosniaandHerzegovina/04-Sarajevo/2020
Junsong Zhang et al	1	unknown	unknown	unknown	Guangdong/SYSU-IHV/2020
Claudio Tavares Sacchi et al A	21	unknown	unknown	unknown	Brazil/MS-1307/2021,Brazil/SP-1052/2021,Brazil/SP-1012/2021,Brazil/SP-1848/2021,Brazil/SP-600/2020,Brazil/SP-163/2020,Brazil/MS-1261/2020,Brazil/MS-1287/2021,Brazil/MS-1319/2020,Brazil/DF-1328/2020,Brazil/SP-317/2020,Brazil/SP-751/2020,Brazil/SP-668/2020,Brazil/MS-1256/2020,Brazil/TO-1173/2020,Brazil/TO-1178/2020,Brazil/SP-1098/2020,Brazil/SP-1139/2020,Brazil/SP-1723/2021,Brazil/SP-1755/2021,Brazil/SP-1851/2021
Claudio Tavares Sacchi et al B	2	Importation and early local transmission of COVID-19 in Brazil, 2020	unknown	https://dx.doi.org/10.1590/s1678-9946202062030	Brazil/SP-05/2020,Brazil/SP-06/2020
El-Shesheny et al	2	unknown	unknown	unknown	Egypt/CPHL-NRC-6/2020,Egypt/CPHL-NRC-4/2020
Wojciech Branicki et al	2	unknown	unknown	unknown	Poland/PL_P4/2020,Poland/PL_P5/2020
Adam Kotorashvili et al	1	unknown	unknown	unknown	Georgia/Tb/2020
Fries et al	2	unknown	unknown	unknown	Cuba/USAFSAM-S031/2020,Cuba/USAFSAM-S030/2020
Morten Rasmussen et al	3	unknown	unknown	unknown	Denmark/SSI-02/2020,Denmark/SSI-09/2020,Denmark/SSI-01/2020
Alpha Kabinet KEITA et al	6	unknown	unknown	unknown	Guinea/CERFIG-1337/2020,Guinea/CERFIG-1336/2020,Guinea/CERFIG-1340/2020,Guinea/CERFIG-1338/2020,Guinea/CERFIG-1339/2020,Guinea/CERFIG-2190/2020
Tarik Aanniz et al	2	unknown	unknown	unknown	Morocco/FMP-81/2021,Morocco/FMP-82/2021
Radoslaw Charkiewicz et al	2	unknown	unknown	unknown	Poland/AODPiGM-108245/2021,Poland/AODPiGM-107264/2021
Jozef Dingemans* et al	25	unknown	unknown	unknown	Netherlands/LI-MUMC-685/2020,Netherlands/LI-MUMC-822/2021,Netherlands/LI-MUMC-1108/2021,Netherlands/LI-MUMC-1240/2021,Netherlands/LI-MUMC-1244/2021,Netherlands/LI-MUMC-1234/2021,Netherlands/NB-MUMC-1274/2021,Netherlands/LI-MUMC-1245/2021,Netherlands/LI-MUMC-1243/2021,Netherlands/LI-MUMC-1246/2021,Netherlands/LI-MUMC-1233/2021,Netherlands/LI-MUMC-1236/2021,Netherlands/LI-MUMC-1255/2021,Netherlands/LI-MUMC-1238/2021,Netherlands/LI-MUMC-1239/2021,Netherlands/LI-MUMC-1242/2021,Netherlands/LI-MUMC-1235/2021,Netherlands/LI-MUMC-1237/2021,Netherlands/LI-MUMC-1230/2021,Netherlands/LI-MUMC-1231/2021,Netherlands/LI-MUMC-1241/2021,Netherlands/LI-MUMC-1257/2021,Netherlands/LI-MUMC-1205/2021,Netherlands/LI-MUMC-1206/2021,Netherlands/LI-MUMC-455/2021
Pascale Hilbert et al	2	unknown	unknown	unknown	Belgium/IPG-43/2021,Belgium/IPG-51/2021
Céline Maschietto et al	5	unknown	unknown	unknown	Belgium/CHUNamur13167266/2021,Belgium/CHUNamur13198183/2021,Belgium/CHUNamur13206767/2021,Belgium/CHUNamur13202232/2021,Belgium/CHUNamur13202082/2021
Licastro D et al B	1	Isolation and Full-Length Genome Characterization of SARS-CoV-2 from COVID-19 Cases in Northern Italy	unknown	https://dx.doi.org/10.1128/JVI.00543-20	Italy/FVG-ICGEB-S1/2020
Alexander Nagy et al	2	unknown	unknown	unknown	CzechRepublic/951/2020,CzechRepublic/2308/2020
Marek Sanak et al	8	unknown	unknown	unknown	Poland/PL_P18/2020,Poland/PL_P11/2020,Poland/PL_P17/2020,Poland/PL_P21/2020,Poland/PL_P14/2020,Poland/PL_P19/2020,Poland/PL_P20/2020,Poland/PL_P10/2020
Catherine Moore et al A	3	Preliminary analysis of SARS-CoV-2 importation & establishment of UK transmission lineages	unknown	https://virological.org/t/preliminary-analysis-of-sars-cov-2-importation-establishment-of-uk-transmission-lineages/507	Wales/PHW1/2020,Wales/PHWC-292A1/2020,Wales/PHWC-2F135/2020
Hajar Lemriss et al	1	unknown	unknown	unknown	Morocco/refstage1/2020
Gage Moreno et al B	1	Distinct patterns of SARS-CoV-2 transmission in two nearby communities in Wisconsin, USA	unknown	https://www.medrxiv.org/content/10.1101/2020.07.09.20149104v1	USA/WI-UW-280/2020
Mélnie Albert et al	1	Introductions and early spread of SARS-CoV-2 in France	unknown	https://dx.doi.org/10.1101/2020.04.24.059576	France/GES-1973/2020
Claudio Tavares Sacchi et al C	1	COVID-19 in Latin America: Contrasting phylodynamic inference with epidemiological surveillance.	unknown	https://dx.doi.org/10.1101/2020.05.23.20111443	Brazil/SP-09/2020
Sharif Hala et al	3	unknown	unknown	unknown	SaudiArabia/KAUST-Makkah220/2020,SaudiArabia/KAUST-Jeddah61/2020,SaudiArabia/KAUST-Jeddah66/2020
Bastias M et al	2	unknown	unknown	unknown	Chile/RM-CMM-0000E/2020,Chile/RM-CMM-0007M/2020
Petr Brož et al	4	unknown	unknown	unknown	CzechRepublic/IAB_21/2020,CzechRepublic/IAB_18/2020,CzechRepublic/IAB_14/2020,CzechRepublic/IAB_17/2020
Dr V A Potdar et al	1	A distinct phylogenetic cluster of Indian SARS-CoV-2 isolates	unknown	https://dx.doi.org/10.1101/2020.05.31.126136	India/MH-CCMB-NIV3/2020
Mike Grose et al	2	unknown	unknown	unknown	USA/KS-KHEL-0020/2020,USA/KS-KHEL-0037/2020
Martin Smith et al	5	unknown	unknown	unknown	Canada/QC_AF2/2020,Canada/QC_BB6/2020,Canada/QC-AK3/2020,Canada/QC_AG3/2020,Canada/QC_AM8/2020
Elias Dahdouh et al B	1	unknown	unknown	unknown	Spain/MD-HLP-62/2020
Valdinete Nascimento et al	17	unknown	unknown	unknown	Brazil/AM-20890244FP/2020,Brazil/AM-20890140CD/2020,Brazil/AM-20842839FG/2020,Brazil/AM-20842130HA/2020,Brazil/AM-20892962AF/2020,Brazil/AM-20895554JT/2020,Brazil/AM-20842386CA/2020,Brazil/AM-20842455CA/2020,Brazil/AM-20142274FB/2020,Brazil/AM-20142346FB/2020,Brazil/AM-20142371CJ/2020,Brazil/AM-20842996RF/2020,Brazil/AM-20142910VS/2020,Brazil/AM-20143164MG/2020,Brazil/AM-20143003CA/2020,Brazil/AM-20843044TM/2020,Brazil/AM-20143145KL/2020
Trung Huynh et al	1	unknown	unknown	unknown	USA/AZ-ASPHL-3711/2021
Ana da Silva Filipe et al	2	unknown	unknown	unknown	Scotland/CVR3818/2020,Scotland/CVR4153/2020
Leandro Patiño et al	5	unknown	unknown	unknown	Ecuador/178767/2020,Ecuador/INSPI-179112/2021,Ecuador/178632/2021,Ecuador/178635/2021,Ecuador/178620/2020
Dan Snyder et al	1	unknown	unknown	unknown	USA/PA-MGSC13-04/2020
Pramod Kumar# et al A	4	Integrated genomic view of SARS-CoV-2 in India	unknown	https://dx.doi.org/10.1101/2020.06.04.128751	India/DL-NCDC-4476/2020,India/MP-NCDC-4878/2020,India/MP-NCDC-4877/2020,India/MP-NCDC-4876/2020
Amit Kumar Subudhi et al	2	unknown	unknown	unknown	SaudiArabia/KAUST-MADINAH704/2020,SaudiArabia/KAUST-JEDDAH756/2020
Rahul P Salunke et al	6	unknown	unknown	unknown	SaudiArabia/KAUST-MADINAH898/2020,SaudiArabia/KAUST-JEDDAH877/2020,SaudiArabia/KAUST-JEDDAH886/2020,SaudiArabia/KAUST-MADINAH892/2020,SaudiArabia/KAUST-JEDDAH887/2020,SaudiArabia/KAUST-JEDDAH922/2020
Muhammad Shuaib et al	3	unknown	unknown	unknown	SaudiArabia/KAUST-RIYADH1229/2020,SaudiArabia/KAUST-JEDDAH1297/2020,SaudiArabia/KAUST-JEDDAH1296/2020
Valesano et al	1	unknown	unknown	unknown	USA/MI-UM-10036287420/2020
CZB Cliahub Consortium et al	2	unknown	unknown	unknown	USA/CA-CZB-14741/2020,USA/CA-CZB-1919/2020
Szymon Hryhorowicz et al	5	unknown	unknown	unknown	Poland/IHG_PAS_20_2796/2021,Poland/IHG-PAS-8-29/2020,Poland/IHG-PAS-8-30/2020,Poland/IHG_PAS_4_273/2020,Poland/IHG_PAS_4_67/2020
Sylwia Krzętowska et al	1	unknown	unknown	unknown	Poland/0026WSN/2021
Irena Tabain et al	31	unknown	unknown	unknown	Croatia/HRV000_50/2021,Croatia/HRV000_211/2021,Croatia/HRV000_143/2021,Croatia/HRV000_51/2021,Croatia/HRV000_257/2021,Croatia/HRV000_246/2021,Croatia/HRV000_250/2021,Croatia/HRV000_241/2021,Croatia/HRV000_245/2021,Croatia/HRV000_244/2021,Croatia/379/2021,Croatia/HRV000_258/2021,Croatia/HRV000_249/2021,Croatia/HRV000_247/2021,Croatia/393/2021,Croatia/412/2021,Croatia/HRV000_208/2021,Croatia/HRV000_275/2021,Croatia/HRV000_205/2021,Croatia/HRV000_207/2021,Croatia/467/2021,Croatia/HRV000_190/2021,Croatia/HRV000_189/2021,Croatia/HRV000_177/2021,Croatia/HRV000_35/2021,Croatia/HRV000_206/2021,Croatia/HRV000_24/2021,Croatia/HRV000_181/2021,Croatia/14412_Koprivnica/2020,Croatia/HRV000_25/2021,Croatia/HRV000_57/2021
Ana Rita Goncalves et al	1	unknown	unknown	unknown	Switzerland/VS-SNRCI-5743/2020
Maschietto Céline et al	2	unknown	unknown	unknown	Belgium/CHUNamur13191713/2021,Belgium/CHUNamur13191626/2021
Technologue et al	1	unknown	unknown	unknown	Belgium/CHUNamur13191658/2021
Antonio Piralla et al	1	unknown	unknown	unknown	Italy/LOM-INMI-5314-B/2020
Antonino Di Caro et al	1	unknown	unknown	unknown	Italy/LOM-INMI-5925/2020
Gianguglielmo Zehender et al	1	Genomic characterization and phylogenetic analysis of SARS-COV-2 in Italy	unknown	https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25794	Italy/LOM-UniMI03/2020
Jeff Wrana et al	1	unknown	unknown	unknown	Canada/LTRI-18/2020
Belen Prado-Vivar et al	1	unknown	unknown	unknown	Ecuador/USFQ-004/2020
Nagamani K et al	1	Phylogenetic clustering of the Indian SARS-CoV-2 genomes reveals the presence of distinct clades of viral haplotypes among states	unknown	https://www.biorxiv.org/content/10.1101/2020.05.28.122143v1	India/TG-GMC-KN318/2020
Tommy Janers et al	1	unknown	unknown	unknown	Sweden/20-05856/2020
Farida HILALI et al	1	unknown	unknown	unknown	Morocco/ouar269/2020
Abdelilah LARAQUI et al	1	unknown	unknown	unknown	Morocco/ouar372/2020
Sanaa ALAOUI-Amine et al	2	unknown	unknown	unknown	Morocco/ouar246/2020,Morocco/ouar246bis/2020
Mly Abdelaziz ELALAOUI et al	1	unknown	unknown	unknown	Morocco/ouar366/2020
Yassine SEKHSOKH et al	1	unknown	unknown	unknown	Morocco/ouar384/2020
Tahar BAJJOU et al	1	unknown	unknown	unknown	Morocco/ouar231/2020
Dinesh Kumar et al	1	unknown	unknown	unknown	India/GJ-GBRC287/2020
Ahmad Abou Tayoun et al B	7	unknown	unknown	unknown	UnitedArabEmirates/L2004034680/2020,UnitedArabEmirates/L920633851/2020,UnitedArabEmirates/L3300061195/2020,UnitedArabEmirates/L9584510/2020,UnitedArabEmirates/L2004034634/2020,UnitedArabEmirates/L116596767/2020,UnitedArabEmirates/L920689030/2020
Aengus Stewart et al	8	unknown	unknown	unknown	England/TFCI-26FA2AD/2020,England/TFCI-26FA2F8/2020,England/TFCI-2706EE5/2021,England/TFCI-26F9A4C/2020,England/TFCI-26F9BA3/2020,England/TFCI-26F9BD0/2020,England/TFCI-26F9BC1/2020,England/TFCI-26F9F89/2020
Zuber Saiyed et al	1	Phylogenetic clustering of the Indian SARS-CoV-2 genomes reveals the presence of distinct clades of viral haplotypes among states	unknown	https://www.biorxiv.org/content/10.1101/2020.05.28.122143v1	India/GJ-GBRC92/2020
Murat Karamese et al	4	unknown	unknown	unknown	Turkey/KU-009/2020,Turkey/KU-030/2020,Turkey/KU-017/2020,Turkey/KU-025/2020
Kairavi Joshi et al	1	Phylogenetic clustering of the Indian SARS-CoV-2 genomes reveals the presence of distinct clades of viral haplotypes among states	unknown	https://www.biorxiv.org/content/10.1101/2020.05.28.122143v1	India/GJ-GBRC50/2020
Ramesh Pandit et al	1	Phylogenetic clustering of the Indian SARS-CoV-2 genomes reveals the presence of distinct clades of viral haplotypes among states	unknown	https://www.biorxiv.org/content/10.1101/2020.05.28.122143v1	India/GJ-GBRC56b/2020
Disha Patel et al	1	Phylogenetic clustering of the Indian SARS-CoV-2 genomes reveals the presence of distinct clades of viral haplotypes among states	unknown	https://www.biorxiv.org/content/10.1101/2020.05.28.122143v1	India/GJ-GBRC70/2020
Ashley Jones et al	1	unknown	unknown	unknown	Australia/ACT0074/2020
Pramod Kumar# et al B	6	unknown	unknown	unknown	India/DL-NCDC5723-CSIR-IGIB/2020,India/DL-NCDC7527-CSIR-IGIB/2020,India/DL-NCDC7715-CSIR-IGIB/2020,India/DL-NCDC7661-CSIR-IGIB/2020,India/DL-NCDC7721-CSIR-IGIB/2020,India/DL-NCDC7728-CSIR-IGIB/2020
Sunil Raghav et al	5	unknown	unknown	unknown	India/OR-ILSCV29215/2020,India/OR-ILSCV35476/2020,India/OR-ILSCV35456/2020,India/OR-ILSCV35457/2020,India/OR-ILSCV35482/2020
Nikha Trivedi et al	1	Genomic variations in SARS-CoV-2 genomes from Gujarat: Underlying role of variants in disease epidemiology	unknown	https://www.biorxiv.org/content/10.1101/2020.07.10.197095v1	India/GJ-GBRC230/2020
Nidhi Patel et al	1	Genomic variations in SARS-CoV-2 genomes from Gujarat: Underlying role of variants in disease epidemiology	unknown	https://www.biorxiv.org/content/10.1101/2020.07.10.197095v1	India/GJ-GBRC236/2020
Apurvasinh Puvar et al	1	Genomic variations in SARS-CoV-2 genomes from Gujarat: Underlying role of variants in disease epidemiology	unknown	https://www.biorxiv.org/content/10.1101/2020.07.10.197095v1	India/GJ-GBRC266/2020
Fathia Ben Rached et al	1	unknown	unknown	unknown	SaudiArabia/KAUST-JEDDAH1056/2020
Dr. Shivarudrapp B Bhairappanavar et al	3	unknown	unknown	unknown	India/KA-CS1033/2020,India/KA-CS1029/2020,India/KA-CS1044/2020
Nagamani Kammili et al	1	unknown	unknown	unknown	India/TG-GMC-19711/2020
Souza et al	6	unknown	unknown	unknown	Brazil/RJ-DCV1/2020,Brazil/RJ-DCV3/2020,Brazil/RJ-DCVN2/2020,Brazil/RJ-DCV05/2020,Brazil/RJ-DCVTV507Q/2020,Brazil/RJ-DCV5/2020
Mahesh S. Dhar1* et al	2	unknown	unknown	unknown	India/DL-57013-CSIR-IGIB/2020,India/DL-57083-CSIR-IGIB/2020
Queen et al B	1	unknown	unknown	unknown	USA/MI-CDC-2-3693684/2020
Dino Pecar et al	1	unknown	unknown	unknown	BosniaandHerzegovina/AGC-215/2021
Charles Chiu et al	4	unknown	unknown	unknown	USA/CA-UCSF-UC963/2021,USA/CA-UCSF-UC996/2020,USA/CA-CDPH-UC455/2020,USA/CA-CDPH-UC454/2020
Elisabetta Pagani et al	1	unknown	unknown	unknown	Italy/TAA-IGA-1900474162/2021
David Navarro Ortega et al	5	unknown	unknown	unknown	Spain/VC-IBV-98012606/2020,Spain/VC-IBV-98012610/2020,Spain/VC-IBV-98012608/2020,Spain/VC-IBV-98012609/2020,Spain/VC-IBV-98012607/2020
Geert Martens et al	4	unknown	unknown	unknown	Belgium/AZDelta-16639-2109M/2021,Belgium/AZDelta-08956-2109R/2021,Belgium/AZDelta-20527-2109R/2021,Belgium/AZDelta-20068-2109R/2021
Dr. C. Vael et al	2	unknown	unknown	unknown	Belgium/AZKLINA121-046568/2021,Belgium/AZKLINA121-045874/2021
C.E.M Gruber et al	1	unknown	unknown	unknown	Italy/LAZ-INMI-153/2021
Sylwia Krzetowska et al	3	unknown	unknown	unknown	Poland/0050WSN2021_wsseol/2021,Poland/0045WSN2021_wsseol/2021,Poland/0034WSN2021_wsseol/2021
Chironna M. et al	2	unknown	unknown	unknown	Italy/APU-POLBA16/2021,Italy/APU-POLBA19/2021
O Butera et al	1	unknown	unknown	unknown	Italy/LAZ-INMI-257/2021
Mihaela Lazar et al	2	unknown	unknown	unknown	Romania/Suceava413452/2021,Romania/Bucuresti-FV5166/2020
Filipe Romero Rebello Moreira et al	5	unknown	unknown	unknown	Brazil/MG-LBI03/2021,Brazil/MG-LBI31/2021,Brazil/MG-LBI02/2021,Brazil/BA-LBI38/2021,Brazil/MG-LBI43/2021
Amadio et al	4	unknown	unknown	unknown	Argentina/PAIS-E0126/2020,Argentina/PAIS-E0100/2020,Argentina/PAIS-E0102/2020,Argentina/PAIS-E0101/2020
Foster et al	17	unknown	unknown	unknown	Australia/NSW4306/2021,Australia/NSW4328/2021,Australia/NSW4329/2021,Australia/NSW4327/2021,Australia/NSW-R0119/2021,Australia/NSW-R0118/2021,Australia/NSW-R0117/2021,Australia/NSW-R0097/2021,Australia/NSW-R0088/2021,Australia/NSW-R0096/2021,Australia/NSW-R0121/2021,Australia/NSW-R0120/2021,Australia/NSW-R0095/2021,Australia/NSW3647/2020,Australia/NSW2899/2020,Australia/NSW-R0092/2021,Australia/NSW2940/2020
Kungulovski G. et al. et al	2	unknown	unknown	unknown	NorthMacedonia/ZMC-2345/2021,NorthMacedonia/ZMC-40813/2020
Ferrante Rossella et al	1	unknown	unknown	unknown	Italy/ABR-EC146/2021
Maja Kuzmanovska et al	6	unknown	unknown	unknown	NorthMacedonia/4711/2021,NorthMacedonia/5022/2021,NorthMacedonia/2951/2021,NorthMacedonia/1923/2021,NorthMacedonia/862/2021,NorthMacedonia/1440/2021
Maja Kuzmanovska. Golubinka Boshevska et al	1	unknown	unknown	unknown	NorthMacedonia/1507/2021
Emmanouil Athanasiadis et al	3	unknown	unknown	unknown	Greece/CP0800981/2020,Greece/CP0800976/2020,Greece/CP0794239/2020
Francis A. Tablizo et al	23	unknown	unknown	unknown	Philippines/PH-PGC-00986/2021,Philippines/PH-PGC-02630/2021,Philippines/PH-PGC-00315/2020,Philippines/PH-PGC-00317/2020,Philippines/PH-PGC-02793/2021,Philippines/PH-PGC-02183/2021,Philippines/PH-PGC-02033/2021,Philippines/PH-PGC-02812/2021,Philippines/PH-PGC-02152/2021,Philippines/PH-PGC-02185/2021,Philippines/PH-PGC-02851/2021,Philippines/PH-PGC-03846/2021,Philippines/PH-PGC-00401/2020,Philippines/PH-PGC-04800/2021,Philippines/PH-PGC-06695/2021,Philippines/PH-PGC-06694/2021,Philippines/PH-PGC-06704/2021,Philippines/PH-PGC-06696/2021,Philippines/PH-PGC-06612/2021,Philippines/PH-PGC-04805/2021,Philippines/PH-PGC-06700/2021,Philippines/PH-PGC-04789/2021,Philippines/PH-PGC-04222/2021
Gemma Clark et al A	6	unknown	unknown	unknown	England/NOTT-250F5D/2021,England/NOTT-11192E/2020,England/NOTT-111618/2020,England/ALDP-97E9CD/2020,England/ALDP-97F2B2/2020,England/NOTT-111D13/2020
Biagetti M et al	1	unknown	unknown	unknown	Italy/UMB-IZSGC-103976_1_32/2021
Roquebert B et al	2	unknown	unknown	unknown	France/IDF-CERBAHC-20211020-23/2021,France/HDF-CERBA-0160-202011/2020
Valeria Micheli et al	1	unknown	unknown	unknown	Italy/LOM-HSacco30/2021
Son Nguyen et al	1	unknown	unknown	unknown	Australia/QLD1661/2021
Rome Buathong et al	4	unknown	unknown	unknown	Thailand/CU-SI2104177-NT/2021,Thailand/CU-SI2104499-NT/2021,Thailand/CU-SI2106276-NT/2021,Thailand/CU-SI2106275-NT/2021
José M Gonzalez-Alba et al	7	unknown	unknown	unknown	Spain/MD-11664990/2021,Spain/MD-71431928/2021,Spain/MD-71322478/2021,Spain/MD-71372148/2020,Spain/MD-71322477/2021,Spain/MD-71353120/2020,Spain/MD-71407646/2021
Marc Noguera-Julian et al	11	unknown	unknown	unknown	Spain/CT-HUGTiPM003KH2A10/2021,Spain/CT-HUGTiPM005PL3D11/2021,Spain/CT-HUGTiPR006BX5G5/2021,Spain/CT-IrsiCaixaR004QZ1H4/2021,Spain/CT-HUGTiPM003KH2G12/2021,Spain/CT-IrsiCaixaM001RQ1B12/2021,Spain/CT-HUGTiPM003KH2A8/2021,Spain/CT-HUGTiPM003KH2C8/2021,Spain/CT-HUGTiPM002PW2F8/2021,Spain/CT-HUGTiPM003KH2H8/2021,Spain/CT-HUGTiPM005PL3B4/2021
Catherine Moore et al B	9	unknown	unknown	unknown	Wales/PHWC-4CD41E/2021,Wales/PHWC-4C9579/2021,England/PHWC-4C5452/2021,Wales/PHWC-4CD0CF/2021,Wales/PHWC-4CD117/2021,Wales/PHWC-4C7E70/2021,Wales/PHWC-15D179/2020,Wales/PHWC-163495/2020,Wales/PHWC-163A39/2020
Raúl Santamaría Merino et al	3	unknown	unknown	unknown	Spain/VC-IBV-98016638/2021,Spain/VC-IBV-98016639/2021,Spain/VC-IBV-98016641/2021
Stephanie DeRonde et al	1	unknown	unknown	unknown	USA/AK-PHL6606/2020
Randox Laboratories et al	1	unknown	unknown	unknown	England/RAND-128FC3D/2021
C. Paul Morris et al	1	unknown	unknown	unknown	USA/MD-HP02638/2021
Ratima samorn et al	1	unknown	unknown	unknown	Thailand/CU-SI2105081-NT/2021
Vivi Setiawaty et al	2	unknown	unknown	unknown	Indonesia/KS-NIHRD-WGS00915/2021,Indonesia/SU-NIHRD-WGS01098/2021
Mira El Chaar et al	1	unknown	unknown	unknown	Lebanon/LEB-UK-B/2020
Fadi Abdel Sater et al	1	unknown	unknown	unknown	Lebanon/FAS/2021
Thushan de Silva et al	4	unknown	unknown	unknown	England/SHEF-10D8235/2021,England/SHEF-C2B27/2020,England/SHEF-C20EC/2020,England/SHEF-C66B9/2020
Johan Frans et al	2	unknown	unknown	unknown	Belgium/Briant-121038015/2021,Belgium/Briant-121037610/2021
Olawoye I. B. et al et al	1	unknown	unknown	unknown	Nigeria/CV703/2021
Matthew McCabe et al	1	unknown	unknown	unknown	Ireland/D-NVRL-AIIDV1505/2020
Ana Steponkiene et al	1	unknown	unknown	unknown	Lithuania/MB1554/2021
Mohammad Hussien Alboom et al	2	unknown	unknown	unknown	Jordan/UK6/2020,Jordan/UK5/2020
Tao et al	1	unknown	unknown	unknown	DominicanRepublic/CDC-9KZX-8454/2020
Marie-Ming Aynaud et al	8	unknown	unknown	unknown	Canada/ON-PPS-21012021_0058/2021,Canada/ON-PPS-21012021_0256/2021,Canada/ON-PPS-21012021_0341/2021,Canada/ON-PPS-21012021_0016/2021,Canada/ON-PPS-21012021_0291/2021,Canada/ON-PPS-21012021_0302/2021,Canada/ON-PPS-21012021_0314/2021,Canada/ON-PPS-21012021_0181/2021
Hossain et al	1	unknown	unknown	unknown	Bangladesh/G039392/2021
Saied Jaradat et al	2	unknown	unknown	unknown	Jordan/PHBC6/2021,Jordan/PHBC7/2021
Sunil K. Raghav et al	8	unknown	unknown	unknown	India/OR-ILSGS00071/2020,India/OR-ILSGS00024/2021,India/OR-ILSGS00069/2020,India/OR-ILSGS00064/2020,India/OR-ILSGS00065/2020,India/OR-ILSGS00062/2020,India/OR-ILSGS00067/2020,India/OR-ILSGS00079/2020
Sachin Chalapati et al	13	unknown	unknown	unknown	Ireland/MN-NVRL-20Z16247/2020,Ireland/TA-NVRL-20Z13164/2020,Ireland/D-NVRL-20Z12367/2020,Ireland/LK-NVRL-20Z13894/2020,Ireland/D-NVRL-20Z12598/2020,Ireland/MN-NVRL-20Z12319/2020,Ireland/D-NVRL-20Z14363/2020,Ireland/D-NVRL-20Z11876/2020,Ireland/D-NVRL-20Z13346/2020,Ireland/KE-NVRL-20Z14275/2020,Ireland/WH-NVRL-20Z18155/2020,Ireland/MH-NVRL-20Z11666/2020,Ireland/D-NVRL-20Z12953/2020
Fernández et al	4	unknown	unknown	unknown	Argentina/PAIS-G0006/2020,Argentina/PAIS-G0022/2020,Argentina/PAIS-G0021/2020,Argentina/PAIS-G0020/2020
Daiana Mir et al	28	unknown	unknown	unknown	Uruguay/TYT-M70/2020,Uruguay/TYT-M57/2020,Uruguay/TYT-M64/2020,Uruguay/TYT-M68/2020,Uruguay/TYT-M65/2020,Uruguay/TYT-M91/2020,Uruguay/TYT-M87/2020,Uruguay/TYT-M135/2020,Uruguay/TYT-M136/2020,Uruguay/TYT-M95/2020,Uruguay/TYT-M94/2020,Uruguay/RIV-M119/2020,Uruguay/RIV-M155/2020,Uruguay/RIV-M154/2020,Uruguay/RIV-M5/2020,Uruguay/RIV-M72/2020,Uruguay/RIV-M10/2020,Uruguay/RIV-M9/2020,Uruguay/RIV-M40/2020,Uruguay/RIV-M8/2020,Uruguay/RIV-M12/2020,Uruguay/RIV-M13/2020,Uruguay/RIV-M14/2020,Uruguay/RIV-M15/2020,Uruguay/CHY-M100/2020,Uruguay/RIV-M170/2020,Uruguay/ART-M107/2020,Uruguay/ART-M146/2020
Vinícius Bonetti Franceschi et al	6	unknown	unknown	unknown	Brazil/RS-22838/2020,Brazil/RS-13979/2020,Brazil/RS-31799/2020,Brazil/RS-26977/2020,Brazil/RS-25833/2020,Brazil/RS-31786/2020
Valiente F et al	4	unknown	unknown	unknown	Chile/RM-CMM-IN533883977/2020,Chile/RM-CMM-A5P533884002/2020,Chile/RM-CMM-IN233883987/2020,Chile/RM-CMM-A2P533884024/2020
Barcellos R et al	2	unknown	unknown	unknown	Brazil/RS-40591/2020,Brazil/RS-40467/2020
Aline Campos et al	3	unknown	unknown	unknown	Brazil/RS-42436/2020,Brazil/RS-40476/2020,Brazil/RS-8679/2021
